name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Maruti Swift Dzire VXI,2017,500000,43000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5
Skoda Rapid 1.5 TDI AT Ambition Plus,2014,400000,77000,Diesel,Individual,Automatic,Second Owner,21.66 kmpl,1498 CC,103.6 bhp,250Nm@ 1500-2500rpm,5
Renault KWID RXT,2016,260000,30000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Maruti Alto 800 LXI,2015,220000,40000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Chevrolet Enjoy TCDi LS 8 Seater,2014,190000,139000,Diesel,Individual,Manual,Second Owner,18.2 kmpl,1248 CC,73.8 bhp,172.5Nm@ 1750rpm,8
Hyundai Grand i10 Magna,2016,400000,80000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Chevrolet Beat Diesel LT Option,2014,170000,76000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5
Hyundai Elite i20 Magna Plus BSIV,2019,650000,3500,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5
Maruti 800 AC BSIII,2007,60000,62000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Aston Martin V8 Vantage Roadster,2020,13500000,26000,Petrol,Individual,Automatic,Second Owner,8.4 kmpl,3982 CC,503 bhp,685Nm@ 2000-5000rpm,2
Aston Martin Valhalla,2024,32500000,4000,Petrol,Individual,Automatic,First Owner,7.5 kmpl,3982 CC,937 bhp,1000Nm@ 0rpm,2
Bentley Continental GTC Speed,2022,23500000,19000,Petrol,Individual,Automatic,First Owner,7.0 kmpl,5998 CC,650 bhp,900Nm@ 1500-4500rpm,4
Bentley Bentayga S,2021,19500000,34000,Petrol,Individual,Automatic,Second Owner,7.5 kmpl,3996 CC,542 bhp,770Nm@ 2000-4500rpm,5
Ferrari SF90 Stradale,2021,36500000,14000,Petrol,Individual,Automatic,First Owner,6.8 kmpl,3990 CC,986 bhp,800Nm@ 3000rpm,2
Ferrari 812 GTS,2020,32500000,26000,Petrol,Individual,Automatic,Second Owner,6.5 kmpl,6496 CC,789 bhp,718Nm@ 7000rpm,2
Lamborghini Revuelto,2024,39500000,3000,Petrol,Individual,Automatic,First Owner,6.2 kmpl,6498 CC,1001 bhp,725Nm@ 6750rpm,2
Lamborghini Huracan STO,2021,27500000,19000,Petrol,Individual,Automatic,First Owner,6.8 kmpl,5204 CC,640 bhp,565Nm@ 6500rpm,2
McLaren 765LT,2021,34500000,16000,Petrol,Individual,Automatic,First Owner,7.1 kmpl,3994 CC,755 bhp,800Nm@ 5500rpm,2
McLaren P1,2015,95000000,12000,Petrol,Individual,Automatic,Second Owner,6.5 kmpl,3799 CC,903 bhp,900Nm@ 0rpm,2
BMW M135i xDrive,2021,4200000,28000,Petrol,Individual,Automatic,First Owner,11.4 kmpl,1998 CC,306 bhp,450Nm@ 1750-4500rpm,5
BMW M235i Gran Coupe,2020,3800000,36000,Petrol,Individual,Automatic,Second Owner,11.2 kmpl,1998 CC,306 bhp,450Nm@ 1750-4500rpm,4
BMW M550i xDrive,2019,6800000,52000,Petrol,Individual,Automatic,Second Owner,9.1 kmpl,4395 CC,530 bhp,750Nm@ 1800-4600rpm,5
BMW X6 M Competition,2021,11200000,24000,Petrol,Individual,Automatic,First Owner,8.7 kmpl,4395 CC,625 bhp,750Nm@ 1800-5800rpm,5
BMW i7 M70,2023,18500000,9000,Petrol,Individual,Automatic,First Owner,0 kmpl,0 CC,650 bhp,1015Nm@ 0rpm,5
Tata New Safari 4X2,2007,300000,110000,Petrol,Individual,Manual,Second Owner,12.0 kmpl,2092 CC,127 bhp,"20@ 3,750(kgm@ rpm)",7
Chevrolet Spark 1.0 LT,2012,125000,40000,Petrol,Individual,Manual,Second Owner,16.2 kmpl,995 CC,62.1 bhp,90.3Nm@ 4200rpm,5
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2013,130000,120000,Diesel,Individual,Manual,Second Owner,,,,,
Mahindra XUV500 W6 2WD,2012,500000,1500000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Maruti Alto LX,2011,170000,70000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Swift Dzire LDi,2012,310000,77000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Chevrolet Spark 1.0 LT,2011,130000,110000,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5
Maruti Wagon R VXI Optional,2016,465000,20000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Mahindra Jeep MM 540,1995,160000,90000,Diesel,Individual,Manual,Third Owner,,,,,
Mercedes-Benz E-Class E270 CDI,2005,800000,120005,Diesel,Individual,Automatic,Second Owner,11.0 kmpl,2987 CC,198.5 bhp,"46.5@ 1,400-2,800(kgm@ rpm)",5
Maruti Alto K10 Knightracer,2012,260000,16830,Petrol,Individual,Manual,First Owner,20.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,2013,500000,70000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,325000,38000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5
Mahindra Bolero 2011-2019 DI NON AC BS III White,2013,400000,80000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9
Toyota Fortuner 2.8 4WD MT BSIV,2018,3200000,50000,Diesel,Individual,Manual,First Owner,14.24 kmpl,2755 CC,174.5 bhp,420Nm@ 1400-2600rpm,7
Tata Indica V2 DLE BSIII,2007,200000,50000,Diesel,Individual,Manual,First Owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5
Mahindra Quanto C2,2013,450000,52000,Diesel,Individual,Manual,First Owner,17.21 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Tata Indigo V BSIII,2012,229999,50000,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5
Hyundai EON Magna Plus,2016,340000,30000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Mahindra Bolero 2011-2019 SLE BSIII,2014,550000,103000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Ford Endeavour 3.0L 4X4 AT,2011,975000,93468,Diesel,Individual,Automatic,Second Owner,11.4 kmpl,2953 CC,153.86 bhp,380Nm@ 2500rpm,7
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5
Volkswagen Jetta 1.6 Trendline,2010,225000,80000,Petrol,Individual,Manual,Second Owner,14.0 kmpl,1595 CC,102 bhp,"15@ 3,800(kgm@ rpm)",5
Ford Endeavour 3.2 Titanium AT 4X4,2018,3250000,12000,Diesel,Individual,Automatic,First Owner,10.91 kmpl,3198 CC,197 bhp,470Nm@ 1750-2500rpm,7
Tata Indigo eCS VX BSIV,2013,280000,70000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5
Honda Amaze V Petrol BSIV,2019,700000,4500,Petrol,Individual,Manual,First Owner,19.5 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5
Tata Indigo CS eLX BS IV,2012,259000,35000,Diesel,Individual,Manual,First Owner,23.03 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5
Toyota Fortuner 2.8 4WD AT BSIV,2018,3200000,60000,Diesel,Individual,Automatic,First Owner,15.04 kmpl,2755 CC,174.5 bhp,450Nm@ 1600-2400rpm,7
Mahindra XUV500 W10 1.99 mHawk,2018,1400000,30000,Diesel,Individual,Manual,First Owner,16.0 kmpl,1997 CC,140 bhp,320Nm@ 1600-2800rpm,7
Ford Figo 1.5P Titanium AT,2015,416000,40000,Petrol,Individual,Automatic,First Owner,17.01 kmpl,1499 CC,110.4 bhp,136Nm@ 4250rpm,5
Tata Manza ELAN Quadrajet BS III,2011,250000,70000,Diesel,Individual,Manual,First Owner,19.0 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5
Tata Manza Aura (ABS) Quadrajet BS IV,2010,210000,120000,Diesel,Individual,Manual,First Owner,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5
Mahindra Scorpio VLX 2WD BSIII,2008,290000,120000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Tata Indigo CS eLS BS IV,2012,220000,90000,Diesel,Individual,Manual,First Owner,23.03 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5
Tata Indigo eCS LX BSIV,2012,246000,35000,Diesel,Individual,Manual,Second Owner,23.03 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5
Maruti Omni E MPI STD BS IV,2018,260000,30000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8
Hyundai Creta 1.4 CRDi S,2018,1050000,70000,Diesel,Individual,Manual,First Owner,21.38 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5
Tata Manza Club Class Quadrajet90 LX,2012,290000,60000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5
Tata Indigo eCS VX BSIV,2013,310000,70000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5
Hyundai i20 1.2 Asta,2018,700000,6000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Maruti Swift VXI Optional,2016,550000,20000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Tata Indigo CS LX (TDI) BS-III,2017,450000,70000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5
Honda City i VTEC VX,2016,773000,65000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5
Tata Tiago 1.2 Revotron XZ,2017,450000,25000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
Maruti Eeco 5 Seater AC BSIV,2019,409999,10000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5
Maruti 800 Std MPFi,2003,45000,35000,Petrol,Individual,Manual,Fourth & Above Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Nissan Teana XL,2014,600000,80000,Petrol,Individual,Automatic,Second Owner,11.07 kmpl,2496 CC,179.5 bhp,228Nm@ 4400rpm,5
Chevrolet Beat LT,2010,250000,63000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5
Tata Indica V2 DLS TC,2008,70000,100000,Diesel,Individual,Manual,First Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5
Honda Amaze S i-VTEC,2019,690000,1303,Petrol,Dealer,Manual,First Owner,17.8 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5
Audi Q5 35TDI Premium Plus,2018,3975000,31800,Diesel,Dealer,Automatic,First Owner,17.01 kmpl,1968 CC,188 bhp,400nm@ 1750-3000rpm,5
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,Petrol,Individual,Automatic,First Owner,9.5 kmpl,3604 CC,280 bhp,347Nm@ 4300rpm,5
Toyota Yaris V BSIV,2018,1000000,4295,Petrol,Trustmark Dealer,Manual,First Owner,17.1 kmpl,1496 CC,105.5 bhp,140Nm@ 4200rpm,5
Toyota Yaris V BSIV,2018,1000000,5229,Petrol,Trustmark Dealer,Manual,First Owner,17.1 kmpl,1496 CC,105.5 bhp,140Nm@ 4200rpm,5
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5
Maruti Ciaz 1.3 Alpha,2018,925000,23712,Diesel,Trustmark Dealer,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Maruti Wagon R VXI BS IV,2018,430000,16589,Petrol,Trustmark Dealer,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
Honda City i VTEC V,2016,675000,53201,Petrol,Trustmark Dealer,Manual,Second Owner,17.8 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5
Maruti Baleno Delta,2017,570000,25272,Petrol,Trustmark Dealer,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Vitara Brezza ZDi Plus,2017,850000,53619,Diesel,Trustmark Dealer,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5
Ford Ecosport 1.5 Petrol Ambiente,2018,640000,6001,Petrol,Dealer,Manual,First Owner,15.9 kmpl,1496 CC,120.69 bhp,149Nm@ 4500rpm,5
Tata Indigo CS LS (TDI) BS-III,2013,250000,80000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5
Renault Duster 110PS Diesel RxZ,2018,1250000,12000,Diesel,Individual,Manual,First Owner,19.6 kmpl,1461 CC,108.45 bhp,245Nm@ 1750rpm,5
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,889000,25000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,121.31 bhp,150Nm@ 4500rpm,5
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2017,750000,40000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Maruti Swift Ldi BSIV,2010,320000,130000,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5
Skoda Yeti Ambition 4WD,2011,600000,202000,Diesel,Individual,Manual,First Owner,17.67 kmpl,1968 CC,138.08 bhp,320Nm@ 1750-2500rpm,5
Maruti Ciaz S 1.3,2018,1000000,40000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Maruti Zen LX,2000,110000,70000,Petrol,Individual,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5
Honda City 2017-2020 GXi,2008,250000,120000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5
Maruti Swift Dzire VDI,2015,600000,60000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Zen Estilo LXI BS IV,2009,165000,60000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Maruti Alto LXI,2004,118000,60000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Baleno Delta 1.3,2016,700000,78000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Renault Duster 85PS Diesel RxL Optional,2013,585000,80000,Diesel,Individual,Manual,Second Owner,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5
Maruti Alto LXi,2006,120000,120000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti 800 Std MPFi,2003,65000,90000,Petrol,Individual,Manual,Fourth & Above Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Maruti Alto LX,2006,150000,100000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Alto Std,2009,150000,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Hyundai Accent VIVA CRDi,2004,170000,160000,Diesel,Individual,Manual,Third Owner,13.1 kmpl,1493 CC,82 bhp,187Nm@ 2500rpm,5
Mahindra Scorpio 2.6 CRDe,2006,250000,120000,Diesel,Individual,Manual,Third Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Hyundai Accent CRDi,2005,100000,100000,Diesel,Individual,Manual,Third Owner,13.1 kmpl,1493 CC,82 bhp,187Nm@ 2500rpm,5
Maruti Ertiga VDI,2013,599000,60000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7
Chevrolet Cruze LTZ,2010,250000,135000,Diesel,Individual,Manual,Third Owner,18.3 kmpl,1991 CC,147.9 bhp,327Nm@ 2600rpm,5
Maruti Swift VXI Optional,2016,570000,90000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Volkswagen Polo Diesel Highline 1.2L,2013,440000,75000,Diesel,Individual,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5
Toyota Innova 2.5 E Diesel MS 7-seater,2005,300000,185000,Diesel,Individual,Manual,Second Owner,11.4 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7
Nissan Micra XV CVT,2015,300000,71717,Petrol,Individual,Automatic,Second Owner,19.34 kmpl,1198 CC,76 bhp,104Nm@ 4400rpm,5
Mahindra Scorpio VLX 2WD ABS AT BSIII,2011,500000,150000,Diesel,Individual,Automatic,Second Owner,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Maruti Swift Dzire VDI,2016,660000,55000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Ford Fiesta Classic 1.6 Duratec LXI,2012,256000,90000,Petrol,Individual,Manual,Second Owner,15.3 kmpl,1596 CC,99.6 bhp,146Nm@ 3400rpm,5
Renault KWID 1.0 RXT Optional,2018,409999,35000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5
Toyota Fortuner 4x4 MT,2015,1888000,120000,Diesel,Individual,Manual,Second Owner,12.55 kmpl,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm,7
Hyundai Santro Xing GLS LPG,2011,250000,100000,LPG,Individual,Manual,Second Owner,13.45 km/kg,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
Honda Civic 1.8 V AT,2009,280000,40000,Petrol,Individual,Automatic,Third Owner,12.9 kmpl,1799 CC,130 bhp,172Nm@ 4300rpm,5
Mahindra Xylo D2,2010,300000,100000,Diesel,Individual,Manual,First Owner,13.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8
Tata Safari Storme LX,2016,900000,120000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,5
Maruti Zen Estilo VXI BSIV,2014,190000,60000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Mahindra Bolero Power Plus Plus AC BSIV PS,2019,800000,2000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9
Mahindra Scorpio EX,2012,450000,100000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,8
Mahindra Xylo D2 BS III,2015,400000,110000,Diesel,Individual,Manual,First Owner,14.95 kmpl,2489 CC,93.7 bhp,218Nm@ 1400-2600rpm,7
Tata New Safari Dicor VX 4X2 BS IV,2009,150000,90000,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7
Tata Indigo CR4,2011,200000,84321,Diesel,Individual,Manual,First Owner,23.57 kmpl,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5
Mahindra XUV500 W8 AWD,2013,600000,177000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Tata Indica Vista Aqua 1.3 Quadrajet,2010,175000,60000,Diesel,Individual,Manual,First Owner,18.0 kmpl,1248 CC,75 bhp,190 Nm at 1750  rpm ,5
Tata Indigo CS LE (TDI) BS-III,2008,99000,205000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5
Hyundai i10 Asta,2008,215000,70000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Maruti Omni E 8 Str STD,2011,190000,70000,Petrol,Individual,Manual,Third Owner,,,,,
Renault Duster 110PS Diesel RxL,2013,520000,126000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5
Ford Endeavour 3.2 Titanium AT 4X4,2016,2280000,120000,Diesel,Individual,Automatic,Second Owner,10.91 kmpl,3198 CC,197 bhp,470Nm@ 1750-2500rpm,7
Tata Indica Vista TDI LS,2015,285000,70000,Diesel,Individual,Manual,First Owner,19.1 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5
Mahindra TUV 300 T4 Plus,2017,660000,82000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Maruti 800 Std,2004,31504,110000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Maruti Swift Dzire VXI,2015,515000,45000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5
Nissan Sunny Diesel XL,2012,295000,70000,Diesel,Individual,Manual,Second Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5
Nissan Terrano XL 85 PS,2015,700000,80000,Diesel,Individual,Manual,Second Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,1100000,45000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7
Hyundai EON 1.0 Era Plus,2017,300000,60000,Petrol,Individual,Manual,First Owner,20.3 kmpl,998 CC,68.05 bhp,94.14Nm@ 3500rpm,5
Maruti Swift VXI,2013,450000,41800,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
Maruti Estilo LXI,2010,135000,132000,Petrol,Individual,Manual,Second Owner,,,,,
Maruti Swift Dzire VDI,2017,700000,50000,Diesel,Individual,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
Ford Figo Diesel ZXI,2012,250000,40000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Maruti Wagon R LXI Minor,2009,140000,96000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5
Mahindra Xylo D4 BSIII,2012,250000,117000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,8
Hyundai i10 Era,2011,210000,110000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
Honda Amaze S i-Dtech,2014,420000,100000,Diesel,Individual,Manual,Second Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Maruti Alto LXi,2007,130000,88700,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Nissan Sunny XL,2012,320000,70000,Petrol,Individual,Manual,Second Owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5
Maruti Wagon R LX BSIII,2010,200000,110000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,1061 CC,64 bhp,"8.6@ 3,500(kgm@ rpm)",5
Maruti Alto 800 LXI,2016,310000,15000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Mahindra Verito 1.5 D4 BSIII,2012,200000,80000,Diesel,Individual,Manual,Second Owner,20.8 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5
Maruti Ritz VXi,2014,350000,50000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5
Hyundai EON Sportz,2018,444000,15000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Datsun RediGO T,2017,300000,25000,Petrol,Individual,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5
Mahindra Verito 1.5 D4 BSIII,2011,225000,57000,Diesel,Individual,Manual,Second Owner,21.0 kmpl,1461 CC,64.1 bhp,160Nm@ 2000rpm,5
Mahindra Bolero 2011-2019 ZLX,2012,600000,75000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Maruti Eeco 5 Seater AC BSIV,2013,260000,26000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5
